tagIndex,tag_clean,event_count,movie_count,user_count
57997,japanese sci fi,1,1,1
57998,japanese sci-fi,1,1,1
57999,japanese sex comedy,2,2,1
58000,japanese shocker,1,1,1
58001,japanese soldier,14,14,1
58002,japanese song,1,1,1
58003,japanese space agency,1,1,1
58004,japanese spy,1,1,1
58005,japanese stereotype,3,3,1
58006,japanese student,1,1,1
58007,japanese style animation,3,1,3
58008,japanese subcultures,1,1,1
58009,japanese surrender,5,4,2
58010,japanese sword,1,1,1
58011,japanese teacher,1,1,1
58012,japanese teenage girl,5,5,1
58013,japanese teenager,5,5,1
58014,japanese theater,2,2,1
58015,japanese theme,2,2,1
58016,japanese tourist,2,2,1
58017,japanese tradition,1,1,1
58018,japanese translator,1,1,1
58019,japanese underwear,1,1,1
58020,japanese version is the shit,1,1,1
58021,japanese wedding,1,1,1
58022,japanese woman,33,33,2
58023,japanese wrestler,1,1,1
58024,japanese writing,2,2,1
58025,japanese yen,1,1,1
58026,japanesse horror,1,1,1
58027,japanimation,3,3,2
58028,japanophile,1,1,1
58029,japon,3,3,1
58030,jaques tati,1,1,1
58031,jar,8,8,1
58032,jar jar binks,56,1,56
58033,jar jar binks character,4,4,1
58034,jar of coins,1,1,1
58035,jar of mayonnaise,1,1,1
58036,jar of pickled testicles,2,1,2
58037,jared bush,2,1,2
58038,jared gilman,1,1,1
58039,jared harris,4,3,4
58040,jared hess,3,2,2
58041,jared leto,223,22,153
58042,jared padalecki,4,3,2
58043,jargon,6,1,6
58044,jargony,1,1,1
58045,jarhead,13,13,1
58046,jarheads,1,1,1
58047,jarl kulle,1,1,1
58048,jaroslav dusek,1,1,1
58049,jarring,2,2,2
58050,jarring exposition,1,1,1
58051,jarvier bardem,1,1,1
58052,jarvis,4,1,4
58053,jarvis character,5,5,1
58054,jasenovac,1,1,1
58055,jasenovac concentration camp,1,1,1
58056,jasmine tea,2,2,1
58057,jasna fritzi bauer,2,2,1
58058,jasni fritzi bauer,1,1,1
58059,jason,9,5,3
58060,jason alexander,6,2,6
58061,jason bateman,140,23,103
58062,jason beghe,1,1,1
58063,jason behr,2,2,2
58064,jason biggs,11,6,10
58065,jason blood character,1,1,1
58066,jason bourne,1,1,1
58067,jason clarke,4,4,4
58068,jason cope,1,1,1
58069,jason eisener,1,1,1
58070,jason flemyng,1,1,1
58071,jason in space,1,1,1
58072,jason isaacs,16,10,8
58073,jason james richter,1,1,1
58074,jason krawczyk,1,1,1
58075,jason lee,18,10,17
58076,jason london,2,1,2
58077,jason mantzoukas,1,1,1
58078,jason mcgatlin,2,1,2
58079,jason mewes,17,7,16
58080,jason miller,1,1,1
58081,jason mitchell,2,2,2
58082,jason momoa,37,7,36
58083,jason patric,7,5,7
58084,jason priestley,2,1,2
58085,jason reitman,26,6,23
58086,jason ritter,2,2,2
58087,jason robards,9,6,8
58088,jason robert brown,1,1,1
58089,jason schwartzman,63,15,53
58090,jason segal,7,1,7
58091,jason segel,109,11,79
58092,jason shwartzman,1,1,1
58093,jason statham,343,38,184
58094,jason sudeikis,20,5,20
58095,jason voorhees,6,5,2
58096,jason voorhees character,7,7,1
58097,jason vorhees,51,11,14
58098,jasper pääkkönen,1,1,1
58099,jasper texas,1,1,1
58100,jauka viegla filmiå†a,1,1,1
58101,jaume balagueró,2,1,2
58102,jaume collet-serra,4,4,4
58103,java,7,6,4
58104,"java, indonesia",2,2,1
58105,javelin,3,3,1
58106,javelin toss,3,3,1
58107,javier bardem,112,13,97
58108,javier botet,1,1,1
58109,javier cámara,4,1,4
58110,javier cã¡mara,1,1,1
58111,javier gutiérrez,1,1,1
58112,javier mariscal,1,1,1
58113,jaw,2,2,1
58114,jaw dropping,6,5,3
58115,jaw ripped off,5,5,1
58116,jaw-dropping,2,2,1
58117,jaw-ripping,1,1,1
58118,jawa,1,1,1
58119,jawaharlal nehru,1,1,1
58120,jawbone,1,1,1
58121,jawbreaker,1,1,1
58122,jawless skull,1,1,1
58123,jaws,11,6,6
58124,jaws (bond),2,1,2
58125,jaws clone,1,1,1
58126,jaws rip-off,1,1,1
58127,jaws ripoff,3,3,2
58128,jay and silent bob,95,8,55
58129,jay baruchel,34,15,21
58130,jay chandrasekhar,4,3,4
58131,jay character,6,6,1
58132,jay chou,8,5,6
58133,jay duplass,2,2,2
58134,jay ellis,1,1,1
58135,jay mcinerney,1,1,1
58136,jay mohr,1,1,1
58137,jay roach,4,3,3
58138,jay sebring character,1,1,1
58139,jay thomas,1,1,1
58140,jaye davidson,2,2,1
58141,jayhawker,2,2,1
58142,jayne eastwood,1,1,1
58143,jayne mansfield,1,1,1
58144,jaywalking,4,4,1
58145,jazz,426,160,215
58146,jazz age,4,4,1
58147,jazz artist,3,3,1
58148,jazz ballet,1,1,1
58149,jazz band,21,15,10
58150,jazz club,35,28,7
58151,jazz combo,5,5,1
58152,jazz dancing,1,1,1
58153,jazz music,77,47,39
58154,jazz musician,32,27,8
58155,jazz pianist,2,2,1
58156,jazz player,1,1,1
58157,jazz score,19,15,6
58158,jazz singer,5,5,1
58159,jazz singer or musician,9,8,2
58160,jazz soundtrack,1,1,1
58161,jazzy score,1,1,1
58162,jb's dvds,13,13,1
58163,jcl to buy,3,3,1
58164,jdrama,1,1,1
58165,jds myoko,1,1,1
58166,je vous salue marie (original title),1,1,1
58167,je-gyu kang,1,1,1
58168,jealosy,2,2,2
58169,jealous,1,1,1
58170,jealous actor,1,1,1
58171,jealous boyfriend,3,3,1
58172,jealous bride,6,1,6
58173,jealous brother,1,1,1
58174,jealous ex boyfriend,2,2,1
58175,jealous ex girlfriend,1,1,1
58176,jealous father,1,1,1
58177,jealous fiancee,1,1,1
58178,jealous girl,3,3,1
58179,jealous girlfriend,6,6,2
58180,jealous husband,27,26,3
58181,jealous lover,9,8,3
58182,jealous man,11,11,1
58183,jealous mother,3,3,2
58184,jealous neighbor,1,1,1
58185,jealous rage,4,4,1
58186,jealous sister,1,1,1
58187,jealous stepdaughter,1,1,1
58188,jealous stepmother,1,1,1
58189,jealous villainess,1,1,1
58190,jealous wife,7,7,1
58191,jealous woman,19,19,1
58192,jealousy,876,738,117
58193,jean arthur,10,5,7
58194,jean becker,1,1,1
58195,jean bell,1,1,1
58196,jean claude van damme,2,1,2
58197,jean claude van damme poster,1,1,1
58198,jean cocteau,6,2,5
58199,jean craighead george,1,1,1
58200,jean dujardin,26,10,19
58201,jean gabin,8,6,6
58202,jean genet,3,3,2
58203,jean giraud,1,1,1
58204,jean giraudoux,1,1,1
58205,jean grey,2,1,2
58206,jean grey character,7,7,1
58207,jean harlow,6,6,4
58208,jean hersholt,1,1,1
58209,jean jacket,4,4,1
58210,jean kent,1,1,1
58211,jean le carre,1,1,1
58212,jean luc picard,4,4,1
58213,jean luc picard character,4,4,1
58214,jean marais,2,2,2
58215,jean moreau,1,1,1
58216,jean paul gaultier,1,1,1
58217,jean redon,1,1,1
58218,jean reno,199,27,150
58219,jean renoir,10,6,8
58220,jean rochefort,5,5,2
58221,jean rogers,1,1,1
58222,jean seberg,6,2,6
58223,jean shorts,11,11,1
58224,jean simmons,4,4,4
58225,jean smart,1,1,1
58226,jean sorel,1,1,1
58227,jean stapleton,1,1,1
58228,jean-christophe grange,2,2,1
58229,jean-claude brialy,1,1,1
58230,jean-claude van damme,68,25,32
58231,jean-claude vandamme,1,1,1
58232,jean-franã§ois richet,1,1,1
58233,jean-jacques annaud,1,1,1
58234,jean-louis barrault,1,1,1
58235,jean-louis trintignant,3,2,3
58236,jean-luc godard,48,19,26
58237,jean-marc vallã©e,1,1,1
58238,jean-marc vallée,6,2,6
58239,jean-michel jarre,1,1,1
58240,jean-paul belmondo,16,6,14
58241,jean-paul salomé,1,1,1
58242,jean-paul sartre,1,1,1
58243,jean-philippe mancini,1,1,1
58244,jean-pierre bacri,4,3,3
58245,jean-pierre dardenne,3,2,3
58246,jean-pierre darroussin,6,6,1
58247,jean-pierre jeunet,48,6,34
58248,jean-pierre marielle,1,1,1
58249,jean-pierre melville,7,5,6
58250,jean-pol brissart,1,1,1
58251,jeanette macdonald,2,2,2
58252,jeanette nolan,1,1,1
58253,jeanie drynan,1,1,1
58254,jeanne crain,1,1,1
58255,jeanne d'arc,2,2,1
58256,jeanne duprau,1,1,1
58257,jeanne moreau,13,8,8
58258,jeanne tripplehorn,3,2,3
58259,jeans,21,21,3
58260,jeans shop,1,1,1
58261,jeddah hyatt saudi arabia,1,1,1
58262,jeddah saudi arabia,1,1,1
58263,jedediah smith character,3,3,1
58264,jedha the moon,1,1,1
58265,jedi,94,11,72
58266,jedi council,3,3,1
58267,jedi holocron,1,1,1
58268,jedi hunter,1,1,1
58269,jedi knight,35,11,25
58270,jedi master,4,4,1
58271,jedi mind trick,4,4,1
58272,jedi temple,3,3,1
58273,jedi training,2,2,1
58274,jedi youngling,2,2,1
58275,jeeja yanin,2,2,2
58276,jeep,106,106,3
58277,jeep cherokee,6,6,1
58278,jeep cj 5,1,1,1
58279,jeep cj 7,1,1,1
58280,jeep grand cherokee,4,4,1
58281,jeep liberty the car,3,3,1
58282,jeep motor vehicle,4,4,1
58283,jeep patriot,1,1,1
58284,jeep wrangler,1,1,1
58285,jeepers creepers series,4,4,1
58286,jeepney,1,1,1
58287,jeering,1,1,1
58288,jeering crowd,1,1,1
58289,jeet kune do,7,7,2
58290,jeethu joseph,1,1,1
58291,jeeves,1,1,1
58292,"jeez, can't they tie a rope on them?",2,1,2
58293,jeff,1,1,1
58294,jeff anderson,2,1,2
58295,jeff bezos,1,1,1
58296,jeff bridges,297,33,199
58297,jeff daniels,69,21,56
58298,jeff donnell,1,1,1
58299,jeff dunham,2,2,1
58300,jeff fahey,2,1,2
58301,jeff foxworthy,1,1,1
58302,jeff goldbloom,1,1,1
58303,jeff goldblum,217,22,145
58304,jeff nichols,4,3,4
58305,jeff renfroe,1,1,1
58306,jeff vandermeer,4,1,4
58307,jeff wadlow,7,4,4
58308,jeff york,1,1,1
58309,jeffers morning,1,1,1
58310,jefferson airplane,1,1,1
58311,jefferson county mississippi,1,1,1
58312,jefferson memorial,3,3,1
58313,jefferson nickel,1,1,1
58314,jeffery dean morgan,3,1,3
58315,jeffery demunn,1,1,1
58316,jeffrey addiss,1,1,1
58317,jeffrey combs,12,8,6
58318,jeffrey dahmer,4,1,4
58319,jeffrey dean morgan,14,4,12
58320,jeffrey feingold,1,1,1
58321,jeffrey jones,3,3,3
58322,jeffrey nordling,1,1,1
58323,jeffrey tambor,3,3,3
58324,jeffrey wigand,1,1,1
58325,jeffrey wright,14,10,9
58326,jehova,1,1,1
58327,jehovah's witness,2,2,2
58328,jehovahs witness,1,1,1
58329,jeju island,1,1,1
58330,jekyll and hyde,23,22,6
58331,jella haase,1,1,1
58332,jello,1,1,1
58333,jelly,1,1,1
58334,jelly fish,1,1,1
58335,jellybean,6,6,1
58336,jellyfish,11,11,2
58337,jelous,2,1,2
58338,jelousy,2,2,2
58339,jemaine clement,21,5,19
58340,jemima kirke,1,1,1
58341,jemma redgrave,1,1,1
58342,jen,2,2,1
58343,jena malone,38,14,25
58344,jena malone',1,1,1
58345,jenifer lewis,2,2,2
58346,jenna elfman,6,3,6
58347,jenna fischer,12,3,12
58348,jenna ortega,9,4,6
58349,jennie,1,1,1
58350,jennie linden,1,1,1
58351,jennifer anisten,2,1,2
58352,jennifer aniston,282,29,181
58353,jennifer anniston,3,1,3
58354,jennifer beals,10,7,9
58355,jennifer burry,1,1,1
58356,jennifer carpenter,3,3,2
58357,jennifer connelly,180,24,131
58358,jennifer connelly is a fox,4,4,1
58359,jennifer connelly's sway,1,1,1
58360,jennifer connely,1,1,1
58361,jennifer connoly:topless,1,1,1
58362,jennifer coolidge,2,2,1
58363,jennifer ehle,7,5,7
58364,jennifer esposito,1,1,1
58365,jennifer garner,111,16,73
58366,jennifer grey,14,3,13
58367,jennifer griffin,1,1,1
58368,jennifer hudson,4,3,4
58369,jennifer jason leigh,56,16,39
58370,jennifer jones,1,1,1
58371,jennifer lawrence,413,22,239
58372,jennifer lee,6,1,6
58373,jennifer lopez,60,19,50
58374,jennifer love hewitt,23,5,20
58375,jennifer morrison,4,3,4
58376,jennifer saunders,3,2,3
58377,jennifer schwalbach smith,1,1,1
58378,jennifer tilly,14,5,8
58379,jennifer westfeldt,2,1,2
58380,jennifer yuh,2,1,2
58381,jenny,2,1,2
58382,jenny agutter,15,4,12
58383,jenny lovell,1,1,1
58384,jenny mccrindle,1,1,1
58385,jenny skavlan,1,1,1
58386,jenny slate,6,4,5
58387,jenny von westphalen,1,1,1
58388,jenny wade,1,1,1
58389,jensen ackles,5,1,5
58390,jensen interceptor,1,1,1
58391,jeon do-yeon,5,5,1
58392,jeon jong-seo,1,1,1
58393,jeopardy,7,7,1
58394,jeremiah chechik,1,1,1
58395,jeremy allen white,1,1,1
58396,jeremy bulloch,1,1,1
58397,jeremy cooper,1,1,1
58398,jeremy davies,2,1,2
58399,jeremy irons,66,20,53
58400,jeremy irvine,1,1,1
58401,jeremy jordan,2,2,2
58402,jeremy london,1,1,1
58403,jeremy northam,10,4,10
58404,jeremy piven,11,7,7
58405,jeremy renner,139,17,105
58406,jeremy renner is no matt damon,5,1,5
58407,jeremy saulnier,5,1,5
58408,jeremy sisto,3,2,3
58409,jeremy strong,2,2,2
58410,jeremy strong you good but wtf was this atrocious acting,1,1,1
58411,jeremy sumpter,1,1,1
58412,jeremy theobald,2,1,2
58413,jerk,5,5,3
58414,jerks,1,1,1
58415,jerky,1,1,1
58416,jerky animation,1,1,1
58417,jermaine clement,3,1,3
58418,jermaine crawford,1,1,1
58419,jerod mixon,3,2,3
58420,jerome bixby,8,3,6
58421,jerome chezeaux wine,1,1,1
58422,jerome moross,1,1,1
58423,jerome robbins,1,1,1
58424,jerry bruckheimer,13,5,10
58425,jerry ferrara,1,1,1
58426,jerry fielding,1,1,1
58427,jerry garcia,1,1,1
58428,jerry goldsmith,12,8,10
58429,jerry hall,2,1,2
58430,jerry herman,1,1,1
58431,jerry lee lewis,1,1,1
58432,jerry lewis,12,8,9
58433,jerry nelson,1,1,1
58434,jerry o' connell,3,2,3
58435,jerry o'connell,5,4,3
58436,jerry paris,1,1,1
58437,jerry reed,1,1,1
58438,jerry seinfeld,14,5,14
58439,jerry stiller,1,1,1
58440,jerry the mouse character,16,16,1
58441,jerry vale character,1,1,1
58442,jerry zucker,7,2,6
58443,jersey,3,3,2
58444,jersey city new jersey,1,1,1
58445,jersey shore,3,2,3
58446,jersey the garment,1,1,1
58447,"jersey, channel isles uk",2,1,2
58448,jerusalem,60,40,27
58449,jerusalem anthem,1,1,1
58450,jerusalem israel,3,3,1
58451,"jerusalem, israel",4,4,1
58452,jerzy skolimowski,1,1,1
58453,jerzy stuhr,2,2,2
58454,jerzy trela,3,3,1
58455,jerzy turek,1,1,1
58456,jesper christensen,1,1,1
58457,jess salgueiro,1,1,1
58458,jesse bradford,2,2,1
58459,jesse d. arrow,1,1,1
58460,jesse dylan,1,1,1
58461,jesse eisenberg,175,12,136
58462,jesse eisenberg is the new michael cera,3,1,3
58463,jesse james,16,14,3
58464,jesse james character,2,2,1
58465,jesse james keitel,1,1,1
58466,jesse l. martin,1,1,1
58467,jesse owens,3,2,3
58468,jesse peretz,1,1,1
58469,jesse plemmons,1,1,1
58470,jesse plemons,12,5,11
58471,jesse stone,1,1,1
58472,jesse ventura,13,1,13
58473,jesse williams,4,1,4
58474,jessica alba,106,18,74
58475,jessica alba's beautiful ass,2,2,2
58476,jessica barden,2,2,1
58477,jessica biel,74,15,57
58478,jessica brown findlay,3,3,3
58479,jessica chastain,144,25,100
58480,jessica haines,1,1,1
58481,jessica harper,8,1,8
58482,jessica henwick,2,2,2
58483,jessica lange,15,11,12
58484,jessica lee goldyn,1,1,1
58485,jessica lucas,1,1,1
58486,jessica mcmanus,1,1,1
58487,jessica pare,1,1,1
58488,jessica rabbit,2,1,2
58489,jessica rabit...yeah baby!,1,1,1
58490,jessica simpson,4,1,4
58491,jessica steen,1,1,1
58492,jessica stroup,1,1,1
58493,jessica szohr,2,1,2
58494,jessica tandy,11,6,9
58495,jessica van helsing,2,2,1
58496,jessican lange,1,1,1
58497,jessie buckley,5,4,5
58498,jessie lee fulton,1,1,1
58499,jessie nelson,1,1,1
58500,jessie ralph,1,1,1
58501,jessie royce landis,1,1,1
58502,jessie toy,2,2,1
58503,jester,10,10,2
58504,jester costume,1,1,1
58505,jesuit,16,8,9
58506,jesuit priest,6,4,2
58507,jesuits,5,2,4
58508,jesus,206,46,94
58509,jesus christ,106,58,39
58510,jesus christ character,7,7,2
58511,jesus christ quotation,2,2,1
58512,jesus freak,2,2,1
58513,jesus freaks,3,2,3
58514,jesus in title,1,1,1
58515,jesus parallels,1,1,1
58516,jesus saves sign,1,1,1
58517,jesus story,1,1,1
58518,jesus-freak crap,1,1,1
58519,jet,23,22,3
58520,jet aeroplane,14,14,1
58521,jet aircraft,24,24,1
58522,jet airliner,3,3,1
58523,jet bike,1,1,1
58524,jet black character,1,1,1
58525,jet boy,2,2,1
58526,jet crash,1,1,1
58527,jet engine,5,5,1
58528,jet exhaust,1,1,1
58529,jet fighter,5,5,1
58530,jet fighter pilot,2,2,1
58531,jet flight,1,1,1
58532,jet fly over,2,2,2
58533,jet fuel,1,1,1
58534,jet jaguar,1,1,1
58535,jet lag,4,4,1
58536,jet lee,2,2,2
58537,jet li,110,26,77
58538,jet pack,13,12,2
58539,jet pilot,2,2,1
58540,jet plane,9,9,1
58541,jet propulsion laboratory,1,1,1
58542,jet set life,1,1,1
58543,jet ski,22,19,4
58544,jet ski jump,2,2,1
58545,jet stream,1,1,1
58546,jet tone,1,1,1
58547,jetboy,1,1,1
58548,jethro tull,1,1,1
58549,jetlag,3,3,1
58550,jetpack,3,3,1
58551,jets,3,3,2
58552,jetset,1,1,1
58553,jett kackson character,1,1,1
58554,jett records,2,2,1
58555,jettisoned into space,1,1,1
58556,jetty,1,1,1
58557,jeunet,6,5,2
58558,jeux d'enfants,1,1,1
58559,jew,155,150,10
58560,jew fest,1,1,1
58561,jew gentile relationship,3,3,2
58562,jew persecution,22,15,8
58563,jew's harp,3,3,1
58564,jewel,39,38,4
58565,jewel chest,1,1,1
58566,jewel heist,18,14,5
58567,jewel robbery,7,7,1
58568,jewel smuggling,1,1,1
58569,jewel staite,1,1,1
58570,jewel theft,19,17,3
58571,jewel theif,1,1,1
58572,jewel thief,46,44,5
58573,jewel thieves,2,2,1
58574,jeweler,14,8,7
58575,jeweler's loupe,1,1,1
58576,jeweller,1,1,1
58577,jewellery,4,4,2
58578,jewellery heist,1,1,1
58579,jewelry,58,55,6
58580,jewelry as gift,3,3,1
58581,jewelry box,2,2,1
58582,jewelry heist,17,16,2
58583,jewelry pin,1,1,1
58584,jewelry store,29,26,4
58585,jewelry theft,3,3,1
58586,jewelry thief,1,1,1
58587,jewels,26,13,19
58588,jewess,2,2,1
58589,jewish,400,262,111
58590,jewish american,24,23,3
58591,jewish banker,1,1,1
58592,jewish boy,6,5,2
58593,jewish caricature,1,1,1
58594,jewish cemetery,1,1,1
58595,jewish character,7,7,1
58596,jewish community,1,1,1
58597,jewish convert,2,2,1
58598,jewish cop,1,1,1
58599,jewish culture,14,10,10
58600,jewish custom,1,1,1
58601,jewish deportation,1,1,1
58602,jewish director,1,1,1
58603,jewish disguise,1,1,1
58604,jewish extremist,1,1,1
58605,jewish family,33,20,21
58606,jewish father,1,1,1
58607,jewish folklore,2,2,2
58608,jewish friend,1,1,1
58609,jewish gangster,6,5,2
58610,jewish gangsters,1,1,1
58611,jewish ghetto,8,8,1
58612,jewish girl,3,3,1
58613,jewish history,1,1,1
58614,jewish holocaust,18,9,12
58615,jewish humor,1,1,1
58616,jewish identity,3,2,3
58617,jewish immigrant,2,2,2
58618,jewish lawyer,3,3,2
58619,jewish legend,1,1,1
58620,jewish lgbt,1,1,1
58621,jewish life,16,12,5
58622,jewish mafia,6,4,3
58623,jewish man,9,9,1
58624,jewish manager,1,1,1
58625,jewish mob,1,1,1
58626,jewish mobster,4,4,1
58627,jewish mother,6,5,2
58628,jewish music,1,1,1
58629,jewish mysticism,2,1,2
58630,jewish people,1,1,1
58631,jewish policeman,1,1,1
58632,jewish princess,1,1,1
58633,jewish problem,1,1,1
58634,jewish reference in film,1,1,1
58635,jewish refugee,2,2,1
58636,jewish resistance,1,1,1
58637,jewish shiva,1,1,1
58638,jewish slur,7,7,1
58639,jewish south america,1,1,1
58640,jewish stereotype,11,10,3
58641,jewish studies,1,1,1
58642,jewish temple,2,1,2
58643,jewish theatrical agent,1,1,1
58644,jewish villain,1,1,1
58645,jewish wife,1,1,1
58646,jewish woman,2,2,1
58647,jewry,14,13,2
58648,jews,166,78,93
58649,jfk,7,7,7
58650,jfk international airport,1,1,1
58651,jgirl,5,5,1
58652,jharrel jerome,1,1,1
58653,ji-woon kim,8,3,7
58654,jiang wu,1,1,1
58655,jiangshi,1,1,1
58656,jianxin huang,1,1,1
58657,jidai geki,28,26,2
58658,jidaigeki,5,4,2
58659,jiffy pop,1,1,1
58660,jiffy pop popcorn,1,1,1
58661,jig,1,1,1
58662,jiggling breasts,2,2,1
58663,jigsaw,1,1,1
58664,jigsaw puzzle,17,13,6
58665,jihad,17,15,8
58666,jihadist,1,1,1
58667,jihadist fighters,2,1,2
58668,jill haworth,1,1,1
58669,jill hennessy,1,1,1
58670,jill ireland,3,3,2
58671,jill ritchie,1,1,1
58672,jill st. john,1,1,1
58673,jill terashita,1,1,1
58674,jill the babysitter,1,1,1
58675,jill valentine character,2,2,1
58676,jill wagner,4,1,4
58677,jillian bell,5,4,5
58678,jillian schlesinger,1,1,1
58679,jilted,5,5,2
58680,jilted at the altar,2,2,1
58681,jilted fiancee,1,1,1
58682,jilted groom,2,2,1
58683,jilted lover,2,2,1
58684,jilted woman,5,5,1
58685,jim abrahams,7,3,7
58686,jim allen,1,1,1
58687,jim belushi,5,4,2
58688,jim breuer,2,1,2
58689,jim broadbent,22,16,19
58690,jim brown,3,3,2
58691,jim brown the football player character,1,1,1
58692,jim cada,1,1,1
58693,jim carey,6,6,5
58694,jim carey is brilliantly funny,1,1,1
58695,jim carrey,880,35,465
58696,jim carrey as god=scary,1,1,1
58697,jim carrey being jim carrey,19,3,16
58698,jim carry on a sailing boat,1,1,1
58699,jim carter,1,1,1
58700,jim caviezel,13,9,12
58701,jim crow,2,2,2
58702,jim cummings,3,2,3
58703,jim dale,1,1,1
58704,jim drake,1,1,1
58705,jim gaffigan,2,2,2
58706,jim haynie,2,2,1
58707,jim henson,61,11,38
58708,jim hosking,2,2,1
58709,jim jarmusch,129,14,76
58710,jim jefferies,3,3,1
58711,jim jeffries,2,1,2
58712,jim kelly,1,1,1
58713,jim mickle,2,1,2
58714,jim morrison,10,3,10
58715,jim parsons,8,4,8
58716,jim schutze,1,1,1
58717,jim sharman,2,1,2
58718,jim sheridan,2,2,2
58719,jim sturgess,17,7,16
58720,jim thompson,2,2,1
58721,jim varney,2,2,1
58722,jim whittaker,1,1,1
58723,jim younger character,1,1,1
58724,jimcarrey-on fire,1,1,1
58725,jimi hendrix,5,5,2
58726,jiminy glick,1,1,1
58727,jimmi simpson,2,1,2
58728,jimmy,1,1,1
58729,jimmy bennett,1,1,1
58730,jimmy cagney,1,1,1
58731,jimmy carr,7,7,1
58732,jimmy chin,1,1,1
58733,jimmy choo shoes,1,1,1
58734,jimmy durante,2,2,1
58735,jimmy fallon,4,1,4
58736,jimmy hoffa,2,1,2
58737,jimmy keen,1,1,1
58738,jimmy kimmel,1,1,1
58739,jimmy kimmel live!,1,1,1
58740,jimmy neutron charadter,1,1,1
58741,jimmy o yang,1,1,1
58742,jimmy olsen character,8,8,1
58743,jimmy page,5,3,4
58744,jimmy savile,1,1,1
58745,jimmy shergil,1,1,1
58746,jimmy smits,2,2,2
58747,jimmy stewart,12,6,11
58748,jimmy stewart puts forth a great performance,1,1,1
58749,jimson weed,1,1,1
58750,jin yong,1,1,1
58751,jin yong story,1,1,1
58752,jin-woong jo,1,1,1
58753,jin-young jung,1,1,1
58754,jingle,4,4,3
58755,jingle bell,1,1,1
58756,jingle bells,3,3,1
58757,jingoism,10,10,5
58758,jingoistic,6,3,5
58759,jinks,1,1,1
58760,jinn,3,3,2
58761,jinni top pick,33,33,1
58762,jinx,17,15,6
58763,jinx character,1,1,1
58764,jinxed character(s),3,2,2
58765,jinyong's work,1,1,1
58766,jirachi,1,1,1
58767,jitterbug,7,7,1
58768,jitterbug dancing,1,1,1
58769,jiu jitsu,1,1,1
58770,jiu-jitsu,1,1,1
58771,jive talk,1,1,1
58772,jive turkey,1,1,1
58773,jizz in my pants,1,1,1
58774,jj abrams,28,2,28
58775,jjoel hodgson,1,1,1
58776,jk rowling,2,1,2
58777,jo connor,1,1,1
58778,jo heims,1,1,1
58779,jo in-sung,1,1,1
58780,jo nesbo,1,1,1
58781,jo prestia,1,1,1
58782,joachiem trier,1,1,1
58783,joachim krã3l,1,1,1
58784,joachim krãƒâ3l,1,1,1
58785,joachim paul assböck,1,1,1
58786,joan allen,11,6,9
58787,joan allen fantastic,1,1,1
58788,joan baez,1,1,1
58789,joan bennett,3,3,3
58790,joan blondell,10,8,5
58791,joan collins,2,2,1
58792,joan crawford,18,8,11
58793,joan crawford character,1,1,1
58794,joan cusack,29,13,24
58795,joan evans,1,1,1
58796,joan fontaine,17,6,11
58797,joan greenwood,2,2,2
58798,joan hackett,1,1,1
58799,joan hickson,1,1,1
58800,joan jett,2,1,2
58801,joan leslie,1,1,1
58802,joan micklin silver,1,1,1
58803,joan o'brien,1,1,1
58804,joan of arc,9,8,2
58805,joan of arc character,3,3,1
58806,joan plowright,1,1,1
58807,joan van ark,1,1,1
58808,joan weldon,1,1,1
58809,joanna bator,1,1,1
58810,joanna cassidy,2,2,2
58811,joanna kerns,1,1,1
58812,joanna kos-krauze,1,1,1
58813,joanna kulig,1,1,1
58814,joanna lumley,9,1,9
58815,joanna merlin,1,1,1
58816,joanna pacula,1,1,1
58817,joanne boland,1,1,1
58818,joanne dru,1,1,1
58819,joanne dunn,1,1,1
58820,joanne whalley,1,1,1
58821,joanne woodward,6,5,4
58822,joaquin de almeida,1,1,1
58823,joaquin phoenix,340,31,241
58824,job,61,60,5
58825,job applicant,1,1,1
58826,job application,5,5,1
58827,job assignment,1,1,1
58828,job centre,1,1,1
58829,job description,1,1,1
58830,job entrant,1,1,1
58831,job evaluation,1,1,1
58832,job hazard,1,1,1
58833,job hunting,9,9,4
58834,job interview,75,70,9
58835,job obstruction,1,1,1
58836,job offer,13,12,3
58837,job promotion,22,22,2
58838,job reference,2,2,1
58839,job search,7,7,3
58840,job security,1,1,1
58841,job seeking,15,13,4
58842,job stress,1,1,1
58843,job termination,3,3,1
58844,job training,2,2,1
58845,job transfer,3,3,1
58846,job-hopping,3,3,1
58847,job-hunting,1,1,1
58848,jobeth williams,4,2,2
58849,jobim,1,1,1
58850,jobless,12,11,3
58851,joblessness,2,2,1
58852,jobs verses environment,1,1,1
58853,joc joint operating concept,1,1,1
58854,jocelyn jones,1,1,1
58855,jocelyn moorhouse,1,1,1
58856,jock,32,32,3
58857,jock strap,8,8,1
58858,jockey,12,11,2
58859,jocks,3,3,3
58860,jocks vs. nerds,1,1,1
58861,jockstrap,1,1,1
58862,jodelle ferland,6,2,5
58863,jodhi may,3,2,3
58864,jodhpur,2,2,2
58865,jodhpurs,1,1,1
58866,jodi letizia,1,1,1
58867,jodie comer,1,1,1
58868,jodie foster,347,26,234
58869,jodie foster and sean bean - what's not to like,1,1,1
58870,jodie joster,1,1,1
58871,jodie whittaker,3,3,3
58872,jodorowsky,20,5,16
58873,jody foster,1,1,1
58874,jody hill,1,1,1
58875,joe anderson,4,2,3
58876,joe carnahan,1,1,1
